"","County.Code","Date","AQI","daily.Avg.precipitation","daily.Avg.temp","Current.Truck","Delta.Truck","Current.Traffic","Delta.Traffic","Category","Defining.Parameter","county.Name"
"1076",43,2023-09-13,39,6.55,22.54,1374,0,17141,0,"Good","Ozone","Dauphin "
"1077",43,2023-09-14,34,0,20.04,534,0,5008,0,"Good","Ozone","Dauphin "
"1078",43,2023-09-19,33,0,17.98,3450,0,44392,0,"Good","PM2.5","Dauphin "
"1079",43,2023-09-20,42,0,16.5,6762,0,100136,0,"Good","PM2.5","Dauphin "
"1080",43,2023-09-21,39,0,17.05,8612,0,85806,0,"Good","Ozone","Dauphin "
"1081",43,2023-09-26,59,3.5,15.82,107,0,699,0,"Moderate","PM2.5","Dauphin "
"1082",43,2023-09-27,51,1.55,13.78,1168,0,8276,0,"Moderate","PM2.5","Dauphin "
"1083",43,2023-09-28,55,0,14.36,151,0,2006,0,"Moderate","PM2.5","Dauphin "
"1084",43,2023-10-04,64,0,20.54,1033,0,7128,0,"Moderate","Ozone","Dauphin "
"1085",43,2023-10-05,52,0,20.36,89,0,1629,0,"Moderate","PM2.5","Dauphin "
"1086",43,2023-10-10,43,0,10.11,21,0,260,0,"Good","PM2.5","Dauphin "
"1087",43,2023-10-12,53,0,12.75,187,0,1442,0,"Moderate","PM2.5","Dauphin "
"1088",43,2023-10-19,42,0,9.8,449,0,6008,0,"Good","PM2.5","Dauphin "
"1089",43,2023-10-25,56,0,10.54,61,0,1541,0,"Moderate","PM2.5","Dauphin "
"1090",43,2023-10-26,60,0,14.08,1261,0,10440,0,"Moderate","PM2.5","Dauphin "
"1091",43,2023-12-12,33,0,1.1,30,0,300,0,"Good","PM2.5","Dauphin "
"1092",45,2018-07-25,46,16.27,25.99,1232,226,44523,8149,"Good","PM2.5","Delaware "
"1093",45,2018-09-13,12,5.2,25.01,584,79,3921,539,"Good","Ozone","Delaware "
"1094",45,2018-09-17,62,0,23.51,157,27,1465,261,"Moderate","PM2.5","Delaware "
"1095",45,2018-09-18,19,13.78,23.43,554,120,13569,2888,"Good","Ozone","Delaware "
"1096",45,2019-08-01,90,10.31,26.5,402,30,7828,387,"Moderate","Ozone","Delaware "
"1097",45,2020-03-19,65,22.31,8.68,801,154,25602,4895,"Moderate","PM2.5","Delaware "
"1098",45,2020-05-27,33,0,20.91,1372,234,24617,4253,"Good","PM2.5","Delaware "
"1099",45,2020-05-28,46,0.93,21.72,893,164,25940,4679,"Good","PM2.5","Delaware "
"1100",45,2020-06-01,55,0,15.65,131,22,1192,198,"Moderate","PM2.5","Delaware "
"1101",45,2020-06-02,61,0,17.25,1197,213,23940,4282,"Moderate","PM2.5","Delaware "
"1102",45,2020-06-03,51,0,19.66,6737,1691,41879,10510,"Moderate","Ozone","Delaware "
"1103",45,2020-07-14,42,0,24.77,365,60,5121,850,"Good","Ozone","Delaware "
"1104",45,2020-10-01,39,0,17.15,1066,221,26458,5706,"Good","PM2.5","Delaware "
"1105",45,2021-03-17,50,0.83,3.03,1855,302,38264,5948,"Good","PM2.5","Delaware "
"1106",45,2021-08-03,39,0,21.33,1617,212,43828,5529,"Good","PM2.5","Delaware "
"1107",45,2021-08-04,50,0,21.03,5394,895,107401,16359,"Good","PM2.5","Delaware "
"1108",45,2021-08-05,56,0,20.98,30926,4796,246385,38428,"Moderate","PM2.5","Delaware "
"1109",45,2021-09-21,32,0,19.36,1206,208,17249,2960,"Good","Ozone","Delaware "
"1110",45,2021-09-22,33,0,21.15,3345,480,40680,5945,"Good","PM2.5","Delaware "
"1111",45,2021-10-12,47,0,18.93,1160,163,16562,2319,"Good","PM2.5","Delaware "
"1112",45,2021-10-13,38,0,18.89,353,47,5774,776,"Good","PM2.5","Delaware "
"1113",45,2021-11-16,55,0,4.6,64,12,905,159,"Moderate","PM2.5","Delaware "
"1114",45,2022-03-30,52,0,0.73,295,28,5278,508,"Moderate","PM2.5","Delaware "
"1115",45,2022-03-31,54,0,4.73,4559,403,74603,6558,"Moderate","PM2.5","Delaware "
"1116",45,2022-04-06,54,29.15,10.36,3261,261,84935,6704,"Moderate","PM2.5","Delaware "
"1117",45,2022-04-07,35,4.47,10.64,3528,289,78442,6335,"Good","Ozone","Delaware "
"1118",45,2022-04-12,52,0,9.66,1166,87,32114,2382,"Moderate","PM2.5","Delaware "
"1119",45,2022-04-19,31,42.49,5.81,353,25,9204,641,"Good","Ozone","Delaware "
"1120",45,2022-04-20,34,0.18,6.89,9995,784,148442,11675,"Good","Ozone","Delaware "
"1121",45,2022-04-21,43,0,9.35,2752,223,35434,2878,"Good","Ozone","Delaware "
"1122",45,2022-04-26,52,0,12.77,1122,91,25542,2075,"Moderate","PM2.5","Delaware "
"1123",45,2022-04-28,50,0,8.53,4474,389,76293,6547,"Good","PM2.5","Delaware "
"1124",45,2022-06-01,64,0,27.04,3264,248,50214,3775,"Moderate","PM2.5","Delaware "
"1125",45,2022-06-02,49,2.8,23.52,1285,112,18820,1647,"Good","PM2.5","Delaware "
"1126",45,2022-07-27,51,0,24.46,187,15,2549,210,"Moderate","PM2.5","Delaware "
"1127",45,2022-08-18,56,0,21.52,1156,85,23646,1725,"Moderate","PM2.5","Delaware "
"1128",45,2022-10-12,52,0,14.75,3893,334,84799,7294,"Moderate","PM2.5","Delaware "
"1129",45,2022-10-18,36,5.83,13.27,2044,160,43781,3450,"Good","PM2.5","Delaware "
"1130",45,2022-10-19,26,0,7.91,899,70,18144,1428,"Good","PM2.5","Delaware "
"1131",45,2022-11-10,51,0,8.83,1911,155,27283,2216,"Moderate","PM2.5","Delaware "
"1132",45,2022-11-17,52,0.01,6.41,1639,114,36091,2512,"Moderate","PM2.5","Delaware "
"1133",45,2023-04-05,53,0,17.47,38,0,956,0,"Moderate","PM2.5","Delaware "
"1134",45,2023-04-18,48,0,15.26,625,0,7480,0,"Good","Ozone","Delaware "
"1135",45,2023-04-19,55,0,9.87,3233,0,33536,0,"Moderate","PM2.5","Delaware "
"1136",45,2023-04-20,62,0,12.31,2563,0,43660,0,"Moderate","PM2.5","Delaware "
"1137",45,2023-05-31,89,0,16.3,3749,0,102580,0,"Moderate","PM2.5","Delaware "
"1138",45,2023-06-01,90,0,18.32,154,0,4463,0,"Moderate","Ozone","Delaware "
"1139",45,2023-06-06,156,0,18.86,547,0,9017,0,"Unhealthy","PM2.5","Delaware "
"1140",45,2023-06-07,271,0.89,20.28,28,0,566,0,"Very Unhealthy","PM2.5","Delaware "
"1141",45,2023-06-14,51,0,20.2,434,0,6450,0,"Moderate","Ozone","Delaware "
"1142",45,2023-06-20,69,0,23.46,168,0,3360,0,"Moderate","PM2.5","Delaware "
"1143",45,2023-06-21,72,0,21.67,269,0,6684,0,"Moderate","PM2.5","Delaware "
"1144",45,2023-07-11,90,0,23.96,529,0,7995,0,"Moderate","Ozone","Delaware "
"1145",45,2023-07-12,101,0,24.93,703,0,13414,0,"Unhealthy for Sensitive Groups","Ozone","Delaware "
"1146",45,2023-07-13,77,0,26.11,80,0,3989,0,"Moderate","Ozone","Delaware "
"1147",45,2023-08-02,44,0,20.99,51,0,1700,0,"Good","Ozone","Delaware "
"1148",45,2023-08-03,44,0,21.64,288,0,10467,0,"Good","Ozone","Delaware "
"1149",45,2023-08-15,48,4.46,25.93,135,0,1630,0,"Good","Ozone","Delaware "
"1150",45,2023-08-22,57,0,25.91,2580,0,35275,0,"Moderate","PM2.5","Delaware "
"1151",45,2023-08-23,41,0,20.6,1449,0,47065,0,"Good","Ozone","Delaware "
"1152",45,2023-08-24,35,0,21.12,106,0,2099,0,"Good","Ozone","Delaware "
"1153",45,2023-09-12,54,4.4,23.4,1745,0,37117,0,"Moderate","Ozone","Delaware "
"1154",45,2023-09-13,41,10.17,23.84,1354,0,32170,0,"Good","Ozone","Delaware "
"1155",45,2023-09-14,42,0,22.42,2624,0,32492,0,"Good","Ozone","Delaware "
"1156",45,2023-09-20,46,0,16.96,15216,0,67623,0,"Good","PM2.5","Delaware "
"1157",45,2023-09-27,52,1.35,14.25,629,0,9143,0,"Moderate","PM2.5","Delaware "
"1158",45,2023-10-03,60,0,20.62,4565,0,28031,0,"Moderate","PM2.5","Delaware "
"1159",45,2023-10-31,26,0.99,13.91,208,0,6821,0,"Good","Ozone","Delaware "
"1160",45,2023-11-01,37,0.36,9.16,526,0,11391,0,"Good","PM2.5","Delaware "
"1161",47,2020-06-03,46,3.38,16.99,291,46,1939,322,"Good","Ozone","Elk "
"1162",47,2020-08-25,38,6.8,22.33,48,8,692,114,"Good","Ozone","Elk "
"1163",47,2020-08-26,36,2.18,20.58,235,44,9837,1767,"Good","Ozone","Elk "
"1164",47,2021-03-16,37,0.4,-1.35,1405,236,19460,3297,"Good","Ozone","Elk "
"1165",47,2021-06-08,26,0.52,22.95,294,34,3764,430,"Good","Ozone","Elk "
"1166",47,2021-06-28,35,0,24.55,407,47,2743,306,"Good","Ozone","Elk "
"1167",47,2021-08-05,45,0,18.56,55,7,384,43,"Good","Ozone","Elk "
"1168",47,2021-09-08,30,0,16.94,94,11,2115,236,"Good","Ozone","Elk "
"1169",47,2021-11-17,42,0,1.36,28,3,232,26,"Good","Ozone","Elk "
"1170",47,2022-05-09,50,0,9.64,153,11,4777,332,"Good","Ozone","Elk "
"1171",47,2022-05-10,54,0,12.14,3646,321,47544,4073,"Moderate","Ozone","Elk "
"1172",47,2022-05-11,47,0,13.84,76,5,2557,178,"Good","Ozone","Elk "
"1173",47,2022-05-24,31,0,12.33,1032,84,25380,2061,"Good","Ozone","Elk "
"1174",47,2022-07-06,37,4.42,20.81,61,4,507,35,"Good","Ozone","Elk "
"1175",47,2022-08-03,45,0,19.39,12,1,72,6,"Good","Ozone","Elk "
"1176",47,2022-09-07,18,3.13,19.88,76,8,428,36,"Good","Ozone","Elk "
"1177",47,2022-10-04,27,0,7.73,112,9,1942,158,"Good","Ozone","Elk "
"1178",47,2022-10-06,42,0,12.79,113,9,1208,99,"Good","Ozone","Elk "
"1179",47,2022-11-08,28,0,8.57,87,7,910,75,"Good","Ozone","Elk "
"1180",47,2022-11-17,31,0.8,0.08,114,8,1628,113,"Good","Ozone","Elk "
"1181",47,2023-03-09,39,0,-0.82,3,0,109,0,"Good","Ozone","Elk "
"1182",47,2023-03-15,46,0.64,-4.33,36,0,451,0,"Good","Ozone","Elk "
"1183",47,2023-03-16,45,0,-0.93,98,0,4319,0,"Good","Ozone","Elk "
"1184",47,2023-03-21,46,0,0.51,205,0,3481,0,"Good","Ozone","Elk "
"1185",47,2023-03-22,44,0,4.85,464,0,10780,0,"Good","Ozone","Elk "
"1186",47,2023-03-23,35,2.04,6.72,238,0,4114,0,"Good","Ozone","Elk "
"1187",47,2023-03-27,44,0,5.85,1563,0,11827,0,"Good","Ozone","Elk "
"1188",47,2023-03-28,44,2.67,6.17,1113,0,16323,0,"Good","Ozone","Elk "
"1189",47,2023-04-11,71,0,8.82,3199,0,52728,0,"Moderate","Ozone","Elk "
"1190",47,2023-04-25,44,1.54,2.69,35,0,361,0,"Good","Ozone","Elk "
"1191",47,2023-05-31,50,0,18.89,884,0,7516,0,"Good","Ozone","Elk "
"1192",47,2023-06-05,44,0,14.01,91,0,4218,0,"Good","Ozone","Elk "
"1193",47,2023-06-06,61,0,13.35,26,0,376,0,"Moderate","Ozone","Elk "
"1194",47,2023-07-24,50,0,20.14,970,0,4327,0,"Good","Ozone","Elk "
"1195",49,2018-09-25,24,17.66,17.02,9,3,103,23,"Good","Ozone","Erie "
"1196",49,2018-09-26,31,18.47,19.23,398,94,3937,902,"Good","Ozone","Erie "
"1197",49,2019-05-01,41,1.39,9.4,69,11,1769,297,"Good","PM2.5","Erie "
"1198",49,2019-07-10,93,0,21.51,57,10,372,63,"Moderate","Ozone","Erie "
"1199",49,2019-07-17,36,16.97,24.58,75,13,1105,182,"Good","Ozone","Erie "
"1200",49,2019-08-22,28,8.13,23.72,475,114,9476,2267,"Good","Ozone","Erie "
"1201",49,2019-08-27,25,2.07,19,71,12,874,140,"Good","Ozone","Erie "
"1202",49,2020-05-27,33,0,25.04,518,90,6472,1124,"Good","Ozone","Erie "
"1203",49,2020-05-28,21,0.16,23.69,78,11,2317,405,"Good","Ozone","Erie "
"1204",49,2020-06-03,43,2.89,19.92,50,8,585,96,"Good","Ozone","Erie "
"1205",49,2020-06-08,39,0,14.62,80,17,1570,328,"Good","Ozone","Erie "
"1206",49,2020-06-09,67,0,18.28,135,24,1596,277,"Moderate","Ozone","Erie "
"1207",49,2020-07-09,71,0,25.02,147,24,1760,293,"Moderate","Ozone","Erie "
"1208",49,2020-08-04,35,9.22,22.25,4,0,248,42,"Good","Ozone","Erie "
"1209",49,2020-08-05,27,5.07,20.07,102,19,3019,542,"Good","Ozone","Erie "
"1210",49,2020-08-25,47,0.37,24.76,473,85,6090,1097,"Good","PM2.5","Erie "
"1211",49,2020-09-09,38,0,22.41,44,8,1503,270,"Good","PM2.5","Erie "
"1212",49,2020-09-15,28,0,11.79,286,46,3223,535,"Good","Ozone","Erie "
"1213",49,2020-09-16,37,0,12.46,54,13,2184,548,"Good","Ozone","Erie "
"1214",49,2020-10-29,41,3.14,8.12,149,27,6493,1175,"Good","PM2.5","Erie "
"1215",49,2021-03-23,40,0,10.74,3983,611,18447,2829,"Good","Ozone","Erie "
"1216",49,2021-06-03,33,9.37,16.44,171,19,8797,1007,"Good","PM2.5","Erie "
"1217",49,2021-06-08,35,7.51,25,216,23,3054,341,"Good","Ozone","Erie "
"1218",49,2021-06-09,43,4.14,24.11,890,110,26663,3269,"Good","Ozone","Erie "
"1219",49,2021-06-15,40,10.3,18.51,1297,150,20561,2450,"Good","Ozone","Erie "
"1220",49,2021-06-16,36,0,15.25,130,20,4627,704,"Good","Ozone","Erie "
"1221",49,2021-06-22,27,9.14,19.66,3337,468,18916,2649,"Good","Ozone","Erie "
"1222",49,2021-06-28,41,0,26.63,425,57,6187,826,"Good","Ozone","Erie "
"1223",49,2021-06-29,39,0.7,26.28,216,25,4661,543,"Good","PM2.5","Erie "
"1224",49,2021-07-14,39,17.4,23.57,72,0,1206,0,"Good","PM2.5","Erie "
"1225",49,2021-07-15,47,0.92,22.23,477,54,7297,838,"Good","PM2.5","Erie "
"1226",49,2021-07-28,59,1.07,22.64,244,28,5383,602,"Moderate","PM2.5","Erie "
"1227",49,2021-07-29,58,0,22.17,231,26,4807,553,"Moderate","PM2.5","Erie "
"1228",49,2021-08-03,36,0,16.61,1047,123,7264,838,"Good","PM2.5","Erie "
"1229",49,2021-08-04,43,0,18.24,122,14,1346,151,"Good","Ozone","Erie "
"1230",49,2021-09-08,37,2.06,19.68,482,65,3647,490,"Good","Ozone","Erie "
"1231",49,2021-09-09,29,3.13,18.56,2200,249,10665,1245,"Good","Ozone","Erie "
"1232",49,2021-09-22,4,9.52,20.94,1222,206,28233,4753,"Good","PM10","Erie "
"1233",49,2021-09-23,29,26.06,19.14,14,1,129,15,"Good","Ozone","Erie "
"1234",49,2021-11-17,52,0,3.24,150,17,791,93,"Moderate","PM2.5","Erie "
"1235",49,2022-03-15,62,0,4.02,1775,145,23682,1891,"Moderate","PM2.5","Erie "
"1236",49,2022-03-16,58,0.03,6.74,1207,85,22588,1571,"Moderate","PM2.5","Erie "
"1237",49,2022-03-17,58,0,9.59,207,15,6321,440,"Moderate","PM2.5","Erie "
"1238",49,2022-03-22,34,0.7,7.28,11,1,220,18,"Good","Ozone","Erie "
"1239",49,2022-03-23,36,1.03,7.28,57,5,519,43,"Good","Ozone","Erie "
"1240",49,2022-03-28,33,2.31,-5.36,509,38,6890,516,"Good","Ozone","Erie "
"1241",49,2022-03-30,39,1.06,-3.59,570,46,5777,476,"Good","Ozone","Erie "
"1242",49,2022-04-05,51,0.23,2.85,250,21,2094,172,"Moderate","PM2.5","Erie "
"1243",49,2022-04-07,32,13.25,11.68,467,36,5161,398,"Good","Ozone","Erie "
"1244",49,2022-04-21,37,0.8,5.75,2737,234,52736,4466,"Good","Ozone","Erie "
"1245",49,2022-05-10,47,0,14.55,2080,200,23672,2276,"Good","Ozone","Erie "
"1246",49,2022-05-23,24,2.11,14.99,1795,133,25704,1894,"Good","PM2.5","Erie "
"1247",49,2022-05-24,26,0,11.12,1712,124,21950,1583,"Good","PM2.5","Erie "
"1248",49,2022-05-25,27,0,14.56,655,46,11761,831,"Good","PM2.5","Erie "
"1249",49,2022-06-01,55,0.64,23.59,1490,120,31364,2498,"Moderate","PM2.5","Erie "
"1250",49,2022-06-02,35,6.69,21.74,297,24,6753,555,"Good","Ozone","Erie "
"1251",49,2022-06-23,30,0.11,23.11,272,21,4949,381,"Good","Ozone","Erie "
"1252",49,2022-08-03,47,0,18.8,1117,86,10202,787,"Good","Ozone","Erie "
"1253",49,2022-09-06,25,7.94,21.62,57,5,433,36,"Good","Ozone","Erie "
"1254",49,2022-09-07,23,1.65,18.67,2859,234,33306,2727,"Good","Ozone","Erie "
"1255",49,2022-09-08,32,0.7,18.04,3913,313,86286,6954,"Good","Ozone","Erie "
"1256",49,2022-10-04,33,0,8.42,3783,307,19753,1597,"Good","Ozone","Erie "
"1257",49,2022-10-06,37,0,12.48,1107,88,10639,845,"Good","Ozone","Erie "
"1258",49,2022-10-26,32,0,16.29,941,71,13902,1038,"Good","PM2.5","Erie "
"1259",49,2022-11-08,22,0,7.25,1026,81,14376,1132,"Good","NO2","Erie "
"1260",49,2022-11-09,22,0,5.61,756,60,9846,788,"Good","NO2","Erie "
"1261",49,2022-11-10,40,0,9.79,122,10,814,67,"Good","PM2.5","Erie "
"1262",49,2022-11-15,26,0,1.02,3825,453,16536,1920,"Good","PM2.5","Erie "
"1263",49,2022-12-12,38,0.51,1.26,342,42,3395,395,"Good","PM2.5","Erie "
"1264",49,2023-03-06,51,0,1.17,593,0,4121,0,"Moderate","PM2.5","Erie "
"1265",49,2023-03-07,38,11.79,1.69,355,0,4826,0,"Good","Ozone","Erie "
"1266",49,2023-03-08,36,0,-0.44,1089,0,12975,0,"Good","Ozone","Erie "
"1267",49,2023-03-09,35,0,-1.74,1580,0,22149,0,"Good","Ozone","Erie "
"1268",49,2023-03-15,37,3.12,-5.89,36,0,451,0,"Good","Ozone","Erie "
"1269",49,2023-03-16,41,0,-2.53,701,0,9743,0,"Good","Ozone","Erie "
"1270",49,2023-03-27,40,0,5.83,641,0,6039,0,"Good","PM2.5","Erie "
"1271",49,2023-03-28,47,8.24,3.84,1236,0,13777,0,"Good","PM2.5","Erie "
"1272",49,2023-03-29,44,0,2.66,1382,0,22135,0,"Good","PM2.5","Erie "
"1273",49,2023-04-11,58,0,8.76,1200,0,10761,0,"Moderate","Ozone","Erie "
"1274",49,2023-04-12,47,0,12.5,332,0,4831,0,"Good","PM2.5","Erie "
"1275",49,2023-04-25,55,0.86,2.6,136,0,2270,0,"Moderate","PM2.5","Erie "
"1276",49,2023-04-27,56,0,4.63,1383,0,9355,0,"Moderate","PM2.5","Erie "
"1277",49,2023-05-22,54,0,13.52,1452,0,27725,0,"Moderate","PM2.5","Erie "
"1278",49,2023-05-23,61,0,14.5,2095,0,39426,0,"Moderate","PM2.5","Erie "
"1279",49,2023-05-24,57,0,16.86,2803,0,46721,0,"Moderate","PM2.5","Erie "
"1280",49,2023-05-31,101,0,19.81,3362,0,46524,0,"Unhealthy for Sensitive Groups","Ozone","Erie "
"1281",49,2023-06-01,108,0,20.41,3402,0,39278,0,"Unhealthy for Sensitive Groups","Ozone","Erie "
"1282",49,2023-06-05,81,0,14.12,5509,0,53885,0,"Moderate","PM2.5","Erie "
"1283",49,2023-06-06,103,0,14.47,2519,0,50193,0,"Unhealthy for Sensitive Groups","PM2.5","Erie "
"1284",49,2023-06-07,100,0,14.67,492,0,9562,0,"Moderate","PM2.5","Erie "
"1285",49,2023-06-22,34,0,20.99,1917,0,21458,0,"Good","Ozone","Erie "
"1286",49,2023-07-12,46,0.72,21.71,314,0,3254,0,"Good","Ozone","Erie "
"1287",49,2023-07-24,64,0.43,20.61,4136,0,18035,0,"Moderate","Ozone","Erie "
"1288",49,2023-09-20,41,0.1,13.86,4106,0,15814,0,"Good","Ozone","Erie "
"1289",51,2020-06-16,45,0,16.92,405,68,11037,1859,"Good","Ozone","Fayette "
"1290",51,2020-06-17,37,0,17.88,140,19,3133,463,"Good","Ozone","Fayette "
"1291",51,2020-06-18,31,1,18.3,195,33,4877,802,"Good","Ozone","Fayette "
"1292",51,2020-07-16,57,0,22.67,7,0,71,10,"Moderate","PM2.5","Fayette "
"1293",51,2021-09-22,14,10.31,20,38,4,537,57,"Good","PM2.5","Fayette "
"1294",51,2021-10-05,39,1.78,18.3,2600,375,51721,6931,"Good","Ozone","Fayette "
"1295",51,2021-10-06,31,0.02,19.55,952,131,13993,1910,"Good","PM2.5","Fayette "
"1296",51,2021-10-13,54,0,17.75,633,78,11349,1344,"Moderate","PM2.5","Fayette "
"1297",51,2021-11-02,26,0.8,7.04,14,2,657,70,"Good","PM2.5","Fayette "
"1298",51,2022-03-29,39,0.35,-6.43,5335,453,13961,1185,"Good","Ozone","Fayette "
"1299",51,2022-03-30,52,2.04,-2.35,6634,563,18252,1550,"Moderate","PM2.5","Fayette "
"1300",51,2022-04-07,37,14.75,11.53,62,4,1619,109,"Good","Ozone","Fayette "
"1301",51,2022-04-21,46,0.03,6.62,114,9,967,78,"Good","PM2.5","Fayette "
"1302",51,2022-08-16,31,2.6,17.88,145,10,3066,206,"Good","Ozone","Fayette "
"1303",51,2022-08-17,42,1.51,18.68,4348,354,90223,7503,"Good","Ozone","Fayette "
"1304",51,2022-08-18,49,1.64,18.45,16,1,315,20,"Good","Ozone","Fayette "
"1305",51,2023-03-29,50,0,3.85,5739,0,14686,0,"Good","Ozone","Fayette "
"1306",51,2023-06-07,71,0,15.51,1495,0,20935,0,"Moderate","Ozone","Fayette "
"1307",51,2023-06-08,44,0,13.46,2798,0,36337,0,"Good","Ozone","Fayette "
"1308",51,2023-07-18,64,6.47,22.15,16,0,537,0,"Moderate","Ozone","Fayette "
"1309",51,2023-07-19,44,0.75,21.55,56,0,1111,0,"Good","Ozone","Fayette "
"1310",51,2023-07-20,44,0.01,21.81,264,0,12834,0,"Good","Ozone","Fayette "
"1311",51,2023-08-02,77,0,17.87,10726,0,37974,0,"Moderate","PM2.5","Fayette "
"1312",51,2023-08-15,34,21.69,20.76,1150,0,25495,0,"Good","Ozone","Fayette "
"1313",51,2023-08-16,35,2.56,20.87,85,0,1128,0,"Good","Ozone","Fayette "
"1314",51,2023-08-17,38,0.04,19.17,773,0,12133,0,"Good","Ozone","Fayette "
"1315",51,2023-09-13,38,6.79,19.65,5868,0,22531,0,"Good","Ozone","Fayette "
"1316",51,2023-09-21,45,0,15.62,2418,0,41863,0,"Good","Ozone","Fayette "
"1317",51,2023-10-12,44,0,10.76,1037,0,29357,0,"Good","Ozone","Fayette "
"1318",51,2023-11-09,52,0.25,10.61,686,0,6562,0,"Moderate","PM2.5","Fayette "
"1319",51,2023-12-12,30,0.24,-0.49,30,0,300,0,"Good","Ozone","Fayette "
"1320",55,2018-08-22,36,34.91,22.25,51,10,1285,248,"Good","Ozone","Franklin "
"1321",55,2020-06-16,43,0,18.21,831,137,11787,1956,"Good","Ozone","Franklin "
"1322",55,2020-06-17,31,0,19.4,225,37,4084,679,"Good","Ozone","Franklin "
"1323",55,2020-06-18,32,4.8,20.12,274,44,5898,979,"Good","Ozone","Franklin "
"1324",55,2020-06-23,34,8.78,25.1,787,137,11838,2105,"Good","Ozone","Franklin "
"1325",55,2020-06-24,38,7.45,23.91,1759,377,29020,6353,"Good","Ozone","Franklin "
"1326",55,2020-06-25,37,0,21.74,231,41,4665,805,"Good","Ozone","Franklin "
"1327",55,2020-06-29,27,0,24.96,1632,366,20788,4432,"Good","Ozone","Franklin "
"1328",55,2020-06-30,31,0,24.6,247,40,2520,419,"Good","Ozone","Franklin "
"1329",55,2020-07-07,36,5.39,27.16,534,98,20983,3882,"Good","Ozone","Franklin "
"1330",55,2020-07-08,35,0,24.28,1574,398,24403,6103,"Good","Ozone","Franklin "
"1331",55,2020-07-09,35,1.71,26.26,651,127,11843,2262,"Good","Ozone","Franklin "
"1332",55,2020-08-12,44,0,26.39,84,14,1220,202,"Good","Ozone","Franklin "
"1333",55,2020-08-19,30,0,22.56,627,157,5919,1415,"Good","Ozone","Franklin "
"1334",55,2020-09-16,29,0,12.44,159,25,3973,661,"Good","Ozone","Franklin "
"1335",55,2020-09-17,27,0,14.1,4022,939,107369,26707,"Good","Ozone","Franklin "
"1336",55,2020-09-23,50,0,12.44,144,6,4086,700,"Good","Ozone","Franklin "
"1337",55,2020-09-24,44,0,18.44,60,8,2380,395,"Good","Ozone","Franklin "
"1338",55,2020-10-06,34,0,10.76,56,8,1942,323,"Good","Ozone","Franklin "
"1339",55,2020-10-07,40,0,12.78,69,10,2011,334,"Good","Ozone","Franklin "
"1340",55,2020-10-08,27,0,17.21,67,13,2470,438,"Good","Ozone","Franklin "
"1341",55,2020-10-22,31,0,19.58,3147,795,36792,9288,"Good","Ozone","Franklin "
"1342",55,2020-11-19,30,0,0.03,1473,371,21057,5285,"Good","Ozone","Franklin "
"1343",55,2021-06-08,31,0,26.29,79,9,6047,708,"Good","Ozone","Franklin "
"1344",55,2021-06-09,37,3.02,26.03,71,11,2209,335,"Good","Ozone","Franklin "
"1345",55,2021-06-10,44,5.2,24.13,39,4,2014,236,"Good","Ozone","Franklin "
"1346",55,2021-09-14,40,0,23.37,6857,1045,58626,8959,"Good","Ozone","Franklin "
"1347",55,2021-09-15,41,0,23.65,35,4,353,39,"Good","Ozone","Franklin "
"1348",55,2021-09-21,30,0,18.67,63,7,1212,136,"Good","Ozone","Franklin "
"1349",55,2022-03-09,32,1.47,4.78,123,10,1321,109,"Good","Ozone","Franklin "
"1350",55,2022-03-10,41,8.33,1.33,1528,136,19631,1728,"Good","Ozone","Franklin "
"1351",55,2022-03-15,44,0,6.88,29,2,581,40,"Good","Ozone","Franklin "
"1352",55,2022-03-22,44,0,11.49,363,29,5875,446,"Good","Ozone","Franklin "
"1353",55,2022-09-01,33,0,21.24,452,36,5669,461,"Good","Ozone","Franklin "
"1354",55,2022-09-07,21,6.48,22.94,3004,245,10562,861,"Good","Ozone","Franklin "
"1355",55,2022-09-13,34,12.94,21.34,1659,134,24195,1971,"Good","Ozone","Franklin "
"1356",55,2022-10-12,44,0,13.47,474,46,4173,401,"Good","Ozone","Franklin "
"1357",55,2022-10-13,32,4.75,13.79,3854,318,41954,3453,"Good","Ozone","Franklin "
"1358",55,2022-10-17,30,0,13.45,4764,371,50563,3949,"Good","Ozone","Franklin "
"1359",55,2022-10-18,22,0,9.52,37,3,3675,256,"Good","Ozone","Franklin "
"1360",55,2023-06-12,47,0,22.26,1740,0,24218,0,"Good","Ozone","Franklin "
"1361",55,2023-06-13,46,10.08,16.59,5933,0,83201,0,"Good","Ozone","Franklin "
"1362",55,2023-06-14,47,2.83,18.28,8591,0,80875,0,"Good","Ozone","Franklin "
"1363",55,2023-06-15,51,1.54,17.33,727,0,7176,0,"Moderate","Ozone","Franklin "
"1364",55,2023-06-27,41,3.01,24.21,1005,0,10504,0,"Good","Ozone","Franklin "
"1365",55,2023-09-19,31,0,17.53,852,0,13357,0,"Good","Ozone","Franklin "
"1366",55,2023-09-20,37,0,15.85,454,0,6973,0,"Good","Ozone","Franklin "
"1367",55,2023-10-18,29,0,10.44,69,0,776,0,"Good","Ozone","Franklin "
"1368",55,2023-10-24,38,0,8.59,2559,0,21399,0,"Good","Ozone","Franklin "
"1369",55,2023-10-25,42,0,11.2,730,0,11194,0,"Good","Ozone","Franklin "
"1370",59,2018-10-16,27,5.72,10.67,10,3,127,31,"Good","Ozone","Greene "
